Division;MatchDate;MatchTime;HomeTeam;AwayTeam;HomeElo;AwayElo;Form3Home;Form5Home;Form3Away;Form5Away;FTHome;FTAway;FTResult;HTHome;HTAway;HTResult;HomeShots;AwayShots;HomeTarget;AwayTarget;HomeFouls;AwayFouls;HomeCorners;AwayCorners;HomeYellow;AwayYellow;HomeRed;AwayRed;OddHome;OddDraw;OddAway;MaxHome;MaxDraw;MaxAway;Over25;Under25;MaxOver25;MaxUnder25;HandiSize;HandiHome;HandiAway;C_LTH;C_LTA;C_VHD;C_VAD;C_HTB;C_PHB
F2;23.09.2000;;Niort;Creteil;1477.89;1439.64;4;8;1;1;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;23.09.2000;;Sochaux;Le Havre;1569.78;1580.24;6;9;2;6;3;0;H;3;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P1;23.09.2000;;Boavista;Benfica;1573.23;1604.36;4;9;7;9;1;0;H;1;0;H;;;;;;;;;;;;;2.3;3.2;2.65;;;;;;;;;;;;;;;;
P1;23.09.2000;;Gil Vicente;Sp Lisbon;1444.89;1655.57;1;3;4;9;0;2;A;0;0;D;;;;;;;;;;;;;3.35;3.3;1.9;;;;;;;;;;;;;;;;
T1;23.09.2000;;Adanaspor;Antalyaspor;1425.87;1411.29;2;5;7;10;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;23.09.2000;;Bursaspor;Samsunspor;1377.34;1466.03;1;2;5;8;0;2;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;23.09.2000;;Gaziantepspor;Siirt Jet-PA;1525.73;1317.72;4;8;2;2;4;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;23.09.2000;;Galatasaray;Istanbulspor;1784.51;1374.33;6;12;4;4;1;1;D;1;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P1;24.09.2000;;Aves;Farense;1304.6;1398.6;1;1;7;9;3;1;H;2;0;H;;;;;;;;;;;;;2.25;2.9;3;;;;;;;;;;;;;;;;
P1;24.09.2000;;Beira Mar;Campomaiorense;1348.32;1374.08;1;1;1;3;0;0;D;0;0;D;;;;;;;;;;;;;2.05;3.1;3.3;;;;;;;;;;;;;;;;
P1;24.09.2000;;Est Amadora;Belenenses;1447.85;1411.67;1;1;5;10;0;2;A;0;1;A;;;;;;;;;;;;;2.2;3.05;2.9;;;;;;;;;;;;;;;;
P1;24.09.2000;;Porto;Maritimo;1679.54;1483.03;6;11;6;9;1;0;H;1;0;H;;;;;;;;;;;;;1.2;4.5;10;;;;;;;;;;;;;;;;
P1;24.09.2000;;Sp Braga;Alverca;1484.23;1369.79;9;15;1;3;1;1;D;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P1;24.09.2000;;Leiria;Pacos Ferreira;1449.22;1325.47;2;6;6;8;1;4;A;0;2;A;;;;;;;;;;;;;1.7;3.3;4.2;;;;;;;;;;;;;;;;
T1;24.09.2000;;Denizlispor;Rizespor;1374.16;1355.95;4;4;1;5;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;24.09.2000;;Erzurumspor;Kocaelispor;1359.43;1378.57;4;4;0;0;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;24.09.2000;;Fenerbahce;Yozgatspor;1585.75;1342.66;3;9;5;8;3;1;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;24.09.2000;;Trabzonspor;Genclerbirligi;1515.93;1516.78;4;10;9;13;2;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;24.09.2000;;Celta;Espanol;1820.23;1800.21;9;15;5;8;1;0;H;1;0;H;;;;;;;;;;;;;1.55;3.55;4.8;;;;;;;;;;;;;;;;
SP1;24.09.2000;;Mallorca;Malaga;1799.76;1736.13;2;3;2;3;0;1;A;0;0;D;;;;;;;;;;;;;1.8;3.45;3.55;;;;;;;;;;;;;;;;
SP1;24.09.2000;;Numancia;Valencia;1699.55;1905.06;5;8;5;8;0;3;A;0;0;D;;;;;;;;;;;;;2.8;3.35;2.1;;;;;;;;;;;;;;;;
SP1;24.09.2000;;Osasuna;Vallecano;1611.14;1734.34;5;8;6;10;2;2;D;1;1;D;;;;;;;;;;;;;2.2;3.25;2.8;;;;;;;;;;;;;;;;
SP1;24.09.2000;;Villarreal;Oviedo;1637.89;1719.15;5;8;2;3;1;0;H;1;0;H;;;;;;;;;;;;;2;3.25;3.15;;;;;;;;;;;;;;;;
SP2;24.09.2000;;Badajoz;Betis;1547.32;1698.6;4;7;4;7;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;24.09.2000;;Eibar;Sp Gijon;1571.45;1581.68;4;7;4;7;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;24.09.2000;;Extremadura;Getafe;1605.18;1513.62;2;3;4;7;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;24.09.2000;;Murcia;Albacete;1472.12;1590.57;1;2;4;7;2;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;24.09.2000;;Salamanca;Leganes;1592.08;1584.3;3;5;7;12;1;1;D;0;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;24.09.2000;;Sevilla;Lleida;1640.64;1604.53;9;15;2;3;2;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B1;24.09.2000;;Aalst;Louvieroise;1314.57;1296.07;1;1;1;2;1;0;H;0;0;D;;;;;;;;;;;;;2;3.15;3.4;;;;;;;;;;;;;;;;
B1;24.09.2000;;Harelbeke;Club Brugge;1368.18;1627.61;3;4;9;15;0;6;A;0;2;A;;;;;;;;;;;;;4.5;3.8;1.55;;;;;;;;;;;;;;;;
N1;24.09.2000;;Groningen;Utrecht;1377.73;1476.45;6;7;1;5;1;3;A;1;1;D;;;;;;;;;;;;;2.15;3.3;2.7;;;;;;;;;;;;;;;;
N1;24.09.2000;;NAC Breda;Willem II;1394.99;1521.59;6;10;5;8;2;0;H;1;0;H;;;;;;;;;;;;;2.3;3.25;2.55;;;;;;;;;;;;;;;;
N1;24.09.2000;;Waalwijk;Nijmegen;1433.08;1425.17;3;6;3;7;0;0;D;0;0;D;;;;;;;;;;;;;2;3.4;3.1;;;;;;;;;;;;;;;;
N1;24.09.2000;;Twente;Graafschap;1572.91;1442.57;5;5;3;6;3;1;H;2;0;H;;;;;;;;;;;;;1.57;3.6;4.6;;;;;;;;;;;;;;;;
I2;24.09.2000;;Crotone;Chievo;1467.58;1535.56;3;5;6;10;0;2;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I2;24.09.2000;;Pescara;Monza;1540.61;1520.6;0;0;3;5;1;2;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I2;24.09.2000;;Pistoiese;Cittadella;1541.27;1461.85;5;8;4;7;0;1;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I2;24.09.2000;;Ternana;Empoli;1539;1558.08;3;5;4;7;2;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E0;24.09.2000;;Leicester;Everton;1710.04;1693.42;9;13;3;7;1;1;D;1;0;H;10;9;4;3;14;13;9;3;3;1;0;0;1.85;3.25;3.65;;;;;;;;;;;0.2648;0.1563;0.297;0.0595;0.2123;0.01
E1;24.09.2000;;Wolves;Norwich;1529.11;1468.08;2;2;5;5;4;0;H;3;0;H;19;8;12;5;13;12;5;9;1;3;0;0;1.85;3.1;3.8;;;;;;;;;;;0.1123;0.1101;0.1484;0.0149;0.5547;0.0594
F1;24.09.2000;;Lille;Lens;1639.2;1739.65;1;4;4;8;2;1;H;0;1;A;;;;;;;;;;;;;2.3;3.35;2.6;;;;;;;;;;;;;;;;
D1;24.09.2000;;Hansa Rostock;Kaiserslautern;1590.79;1650.79;4;4;7;7;1;0;H;0;0;D;11;11;3;2;19;26;13;6;2;1;0;0;2.4;3.2;2.55;;;;;;;;;;;0.8765;0.0138;0.01;0.0529;0.0297;0.017
D1;24.09.2000;;Unterhaching;Hertha;1604.54;1671.79;1;2;6;9;5;2;H;2;1;H;8;12;6;4;10;10;7;5;1;2;0;0;2.45;3.25;2.5;;;;;;;;;;;0.6919;0.0522;0.0194;0.1201;0.0971;0.0193
D2;24.09.2000;;Ahlen;Stuttgarter K;1401.65;;1;1;0;4;1;1;D;0;0;D;;;;;;;;;2;0;0;0;2.25;3.3;2.55;;;;;;;;;;;;;;;;
D2;24.09.2000;;Mainz;Greuther Furth;1483.38;1517.1;2;3;4;7;1;0;H;1;0;H;;;;;;;;;1;3;0;0;2;3.1;3.2;;;;;;;;;;;;;;;;
D2;24.09.2000;;Oberhausen;Chemnitz;1518.46;1408.84;4;7;4;4;4;1;H;2;0;H;;;;;;;;;1;1;0;1;1.7;3.45;3.9;;;;;;;;;;;;;;;;
D2;24.09.2000;;Osnabruck;Hannover;1404.34;1500.57;1;1;4;8;0;1;A;0;0;D;;;;;;;;;0;1;0;0;2.45;2.9;2.45;;;;;;;;;;;;;;;;
D2;25.09.2000;;Aachen;MGladbach;1474.66;1590.61;7;10;5;9;1;1;D;1;1;D;;;;;;;;;4;3;0;0;2.35;3.1;2.55;;;;;;;;;;;;;;;;
I2;25.09.2000;;Genoa;Ravenna;1581.85;1521.54;2;3;1;2;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I2;26.09.2000;;Salernitana;Cagliari;1564.31;1620.11;1;2;9;15;2;1;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I2;27.09.2000;;Ancona;Sampdoria;1492.9;1643.42;6;10;7;12;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I2;27.09.2000;;Piacenza;Siena;1612.9;1481.97;9;15;7;12;2;3;A;1;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I2;27.09.2000;;Treviso;Torino;1535.14;1620.66;0;0;1;2;1;1;D;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I2;27.09.2000;;Venezia;Cosenza;1609.22;1515.91;7;12;6;10;2;2;D;2;2;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E2;27.09.2000;;Bournemouth;Wrexham;;;5;6;1;4;1;2;A;1;0;H;13;8;7;3;17;12;8;4;2;0;0;0;;;;;;;;;;;;;;0.5199;0.1166;0.1621;0.01;0.0727;0.1186
T1;29.09.2000;;Denizlispor;Samsunspor;1374.16;1466.03;2;5;7;8;3;1;H;3;1;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B1;29.09.2000;;Mouscron;Charleroi;1558.6;1382.52;4;10;6;9;3;0;H;2;0;H;;;;;;;;;;;;;1.65;3.7;4.2;;;;;;;;;;;;;;;;
D1;29.09.2000;;Ein Frankfurt;Dortmund;1633.34;1661.71;4;7;6;9;1;1;D;1;0;H;10;12;5;4;7;11;4;6;2;3;0;0;2.2;3.2;2.75;;;;;;;;;;;0.0133;0.0099;0.8694;0.0099;0.0842;0.0133
D2;29.09.2000;;Duisburg;Ahlen;1522.58;1401.65;3;4;1;2;3;3;D;1;2;A;;;;;;;;;0;1;0;0;1.47;3.8;5;;;;;;;;;;;;;;;;
D2;29.09.2000;;Saarbrucken;Oberhausen;1459.65;1518.46;6;12;7;10;3;2;H;2;0;H;;;;;;;;;1;3;0;0;1.8;3.15;3.8;;;;;;;;;;;;;;;;
D1;30.09.2000;;Bayern Munich;Hansa Rostock;1870.43;1590.79;6;12;7;7;0;1;A;0;1;A;26;8;13;3;12;15;6;5;1;2;0;0;1.2;5.3;10;;;;;;;;;;;0.6822;0.1135;0.0459;0.02;0.0266;0.1118
D1;30.09.2000;;Bochum;Unterhaching;1567.45;1604.54;4;4;4;5;3;0;H;0;0;D;12;3;7;1;16;11;9;5;3;1;0;0;1.95;3.35;3.2;;;;;;;;;;;0.8219;0.0171;0.0207;0.0148;0.0117;0.1139
D1;30.09.2000;;Hamburg;Schalke 04;1717.8;1656.3;4;7;5;11;2;0;H;1;0;H;7;6;6;2;17;15;3;7;2;2;0;1;1.95;3.2;3.45;;;;;;;;;;;0.0266;0.0159;0.0122;0.0099;0.0221;0.9133
D1;30.09.2000;;Hertha;FC Koln;1671.79;1592.57;3;9;1;5;4;2;H;3;2;H;16;9;10;5;23;20;5;10;2;2;0;0;1.5;3.6;5.7;;;;;;;;;;;0.1469;0.1082;0.0714;0.011;0.0622;0.6003
D1;30.09.2000;;Kaiserslautern;Cottbus;1650.79;1533.03;4;7;3;3;1;1;D;1;0;H;8;14;4;7;13;21;11;5;2;2;0;0;1.35;3.8;7.2;;;;;;;;;;;0.0132;0.037;0.1054;0.0135;0.7521;0.0788
D1;30.09.2000;;Leverkusen;Munich 1860;1792.17;1675.44;4;7;4;10;0;0;D;0;0;D;23;19;4;7;15;18;14;8;3;3;1;0;1.66;3.5;4.3;;;;;;;;;;;0.1493;0.3405;0.0163;0.3909;0.0839;0.0191
D2;30.09.2000;;MGladbach;St Pauli;1590.61;1514.04;3;9;6;9;4;2;H;1;1;D;;;;;;;;;2;2;0;0;1.6;3.3;4.85;;;;;;;;;;;;;;;;
D2;30.09.2000;;Stuttgarter K;Mannheim;;1436.04;1;2;4;4;2;2;D;1;1;D;;;;;;;;;2;3;0;1;;;;;;;;;;;;;;;;;;;
I1;30.09.2000;;Bari;Verona;1658.62;1687.25;0;0;0;0;1;1;D;0;0;D;;;;;;;;;;;;;1.9;2.9;3.7;;;;;;;;;;;;;;;;
I1;30.09.2000;;Napoli;Juventus;1597.2;1851.03;0;0;0;0;1;2;A;1;0;H;;;;;;;;;;;;;3.4;2.9;1.95;;;;;;;;;;;;;;;;
B1;30.09.2000;;Germinal;Aalst;;1314.57;3;9;4;4;2;0;H;0;0;D;;;;;;;;;;;;;1.35;3.8;7;;;;;;;;;;;;;;;;
B1;30.09.2000;;Louvieroise;St Truiden;1296.07;1380.12;1;2;1;2;1;0;H;1;0;H;;;;;;;;;;;;;2.1;3.2;3;;;;;;;;;;;;;;;;
B1;30.09.2000;;Lierse;Harelbeke;1475.13;1368.18;3;6;3;4;4;1;H;2;0;H;;;;;;;;;;;;;1.31;4.2;7;;;;;;;;;;;;;;;;
B1;30.09.2000;;Lokeren;Beveren;1469.47;1354.98;5;8;4;4;1;1;D;1;1;D;;;;;;;;;;;;;1.6;3.66;4.4;;;;;;;;;;;;;;;;
B1;30.09.2000;;Standard;Westerlo;1480.3;1476.53;7;7;5;11;5;3;H;4;1;H;;;;;;;;;;;;;1.6;3.6;4.2;;;;;;;;;;;;;;;;
P1;30.09.2000;;Guimaraes;Aves;1464.39;1304.6;6;6;4;4;2;2;D;2;0;H;;;;;;;;;;;;;1.41;3.65;6.7;;;;;;;;;;;;;;;;
T1;30.09.2000;;Genclerbirligi;Galatasaray;1516.78;1784.51;6;12;4;10;1;4;A;1;2;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;30.09.2000;;Istanbulspor;Erzurumspor;1374.33;1359.43;5;5;7;7;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;30.09.2000;;Kocaelispor;Bursaspor;1378.57;1377.34;0;0;1;1;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1;30.09.2000;;Bastia;Metz;1688.7;1682.01;4;7;6;9;1;0;H;1;0;H;;;;;;;;;;;;;1.6;3.5;4.4;;;;;;;;;;;;;;;;
F1;30.09.2000;;Guingamp;Paris SG;1582.96;1709.01;9;12;7;10;1;1;D;0;0;D;;;;;;;;;;;;;2.55;3.25;2.25;;;;;;;;;;;;;;;;
F1;30.09.2000;;Lens;Strasbourg;1739.65;1583.12;1;5;6;9;0;0;D;0;0;D;;;;;;;;;;;;;1.45;3.8;5.8;;;;;;;;;;;;;;;;
F1;30.09.2000;;Monaco;Bordeaux;1732.67;1704.86;6;7;6;10;2;2;D;2;1;H;;;;;;;;;;;;;1.8;3.25;3.75;;;;;;;;;;;;;;;;
F1;30.09.2000;;St Etienne;Rennes;1625.89;1639.32;1;2;3;7;0;2;A;0;1;A;;;;;;;;;;;;;1.8;3.35;3.6;;;;;;;;;;;;;;;;
F1;30.09.2000;;Toulouse;Auxerre;1552.05;1634.32;3;4;1;4;0;1;A;0;1;A;;;;;;;;;;;;;2.2;3.15;2.7;;;;;;;;;;;;;;;;
F1;30.09.2000;;Troyes;Sedan;1609.8;1636.24;6;9;4;7;1;1;D;0;1;A;;;;;;;;;;;;;1.85;3.3;3.55;;;;;;;;;;;;;;;;
F2;30.09.2000;;Beauvais;Chateauroux;1418.15;1509.36;4;6;5;9;2;1;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;30.09.2000;;Creteil;Ajaccio;1439.64;1457.31;1;2;3;4;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;30.09.2000;;Laval;Martigues;1512.06;1452.03;4;8;5;11;2;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;30.09.2000;;Le Havre;Montpellier;1580.24;1630.55;1;3;4;6;3;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;30.09.2000;;Lorient;Sochaux;1502.33;1569.78;7;8;6;9;1;1;D;1;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;30.09.2000;;Nancy;Angers;1642.19;1417.96;5;9;6;8;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;30.09.2000;;Nice;Niort;1512.24;1477.89;0;6;4;8;0;1;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;30.09.2000;;Nimes;Caen;1441.28;1484.08;9;12;9;10;1;2;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;30.09.2000;;Wasquehal;Le Mans;1441.54;1487.7;3;4;3;5;2;1;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;30.09.2000;;Santander;Real Madrid;1760.33;1889.85;1;2;7;12;0;0;D;0;0;D;;;;;;;;;;;;;3.4;3.25;1.85;;;;;;;;;;;;;;;;
SP2;30.09.2000;;Elche;Lleida;1559.18;1604.53;3;8;1;3;2;1;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;30.09.2000;;Leganes;Sevilla;1584.3;1640.64;7;10;9;15;1;1;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;30.09.2000;;Ferrol;Badajoz;1457.55;1547.32;3;4;4;6;2;2;D;1;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;30.09.2000;;Recreativo;Tenerife;1538.38;1594.8;7;10;7;9;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E2;30.09.2000;;Brentford;Bournemouth;;;2;3;2;6;3;2;H;2;1;H;14;7;10;4;12;15;5;3;1;1;0;0;2.05;3.2;3.05;;;;;;;;;;;0.2073;0.0713;0.3667;0.0246;0.3087;0.0214
E2;30.09.2000;;Bristol Rvs;Luton;;;7;11;1;2;3;3;D;2;1;H;9;18;5;9;4;12;7;6;0;1;0;0;1.55;3.3;5.5;;;;;;;;;;;0.8866;0.0332;0.0102;0.0359;0.0183;0.0157
E2;30.09.2000;;Colchester;Stoke;;;3;6;5;9;0;1;A;0;1;A;7;10;3;2;12;8;4;2;2;1;0;0;2.65;3.2;2.2;;;;;;;;;;;0.0396;0.1329;0.5699;0.0099;0.2179;0.0298
E2;30.09.2000;;Northampton;Wrexham;;;6;9;4;7;2;2;D;1;2;A;14;13;4;5;11;13;15;3;2;4;0;0;1.7;3.2;4.3;;;;;;;;;;;0.0416;0.1687;0.0715;0.0565;0.6509;0.0108
E2;30.09.2000;;Oldham;Cambridge;;;2;2;6;10;1;3;A;0;1;A;17;13;6;7;9;5;5;3;1;0;0;0;2.45;3.2;2.45;;;;;;;;;;;0.4382;0.2999;0.073;0.0154;0.0234;0.1501
E2;30.09.2000;;Oxford;Bristol City;;;3;4;2;2;0;1;A;0;1;A;8;5;4;2;10;18;11;2;3;2;0;1;2.3;3.3;2.5;;;;;;;;;;;0.058;0.6663;0.0424;0.0292;0.1746;0.0294
E2;30.09.2000;;Peterboro;Millwall;;;3;4;4;7;1;4;A;0;1;A;15;9;6;5;9;13;9;5;0;1;0;0;2.5;3.25;2.35;;;;;;;;;;;0.1382;0.2303;0.0865;0.0909;0.4245;0.0295
E2;30.09.2000;;Port Vale;Wycombe;1378.04;;1;2;3;7;0;1;A;0;1;A;10;16;3;7;9;9;5;6;2;0;0;0;2;3.1;3.3;;;;;;;;;;;0.0465;0.8561;0.0115;0.0256;0.033;0.0274
E2;30.09.2000;;Rotherham;Reading;;;7;8;6;12;1;3;A;1;1;D;10;10;3;5;10;14;4;2;1;2;0;0;2.4;3.2;2.4;;;;;;;;;;;0.8939;0.0161;0.0323;0.01;0.0259;0.0218
E2;30.09.2000;;Swansea;Bury;;;6;9;4;8;0;2;A;0;1;A;12;9;6;2;12;12;7;7;2;4;0;0;2.05;3.15;3;;;;;;;;;;;0.15;0.0162;0.0267;0.0793;0.6996;0.0282
E2;30.09.2000;;Swindon;Wigan;1368.68;;6;6;7;10;2;2;D;2;1;H;16;16;8;4;14;8;5;9;1;0;0;0;2.7;3.25;2.2;;;;;;;;;;;0.0916;0.1302;0.6937;0.0099;0.0646;0.0099
E2;30.09.2000;;Walsall;Notts County;1408.81;;5;8;1;5;5;1;H;2;0;H;17;4;8;2;5;5;3;5;1;1;0;0;1.55;3.45;5.4;;;;;;;;;;;0.0296;0.1873;0.3201;0.01;0.2764;0.1766
E0;30.09.2000;;Aston Villa;Derby;1734.83;1634.43;7;8;2;4;4;1;H;2;0;H;12;11;7;6;0;1;6;6;1;1;0;0;1.5;3.45;5.3;;;;;;;;;;;0.5917;0.1395;0.0239;0.0656;0.116;0.0634
E0;30.09.2000;;Charlton;Coventry;1615.6;1637.76;7;8;1;4;2;2;D;0;1;A;12;10;8;6;8;16;6;6;1;2;0;0;1.8;3.3;3.7;;;;;;;;;;;0.0841;0.7452;0.0599;0.048;0.0503;0.0125
E0;30.09.2000;;Everton;Ipswich;1693.42;1636.43;4;5;4;7;0;3;A;0;1;A;7;9;3;7;6;5;4;1;1;0;0;0;1.7;3.2;4.3;;;;;;;;;;;0.1506;0.1659;0.1527;0.011;0.1476;0.3722
E0;30.09.2000;;Leeds;Tottenham;1785.82;1695.88;2;5;4;7;4;3;H;0;1;A;14;10;7;5;11;20;6;4;0;2;0;0;1.66;3.4;4.2;;;;;;;;;;;0.2653;0.0327;0.0099;0.5014;0.0886;0.102
E0;30.09.2000;;Man City;Newcastle;1591.82;1736.89;2;5;1;7;0;1;A;0;0;D;9;15;7;9;16;12;10;8;0;1;0;0;2.4;3.3;2.5;;;;;;;;;;;0.0301;0.7767;0.0118;0.0325;0.0714;0.0775
E0;30.09.2000;;Southampton;Middlesbrough;1627.15;1678.09;6;8;2;3;1;3;A;0;2;A;16;7;8;5;6;22;6;6;2;2;0;0;2.15;3.2;2.85;;;;;;;;;;;0.0285;0.7707;0.0882;0.01;0.074;0.0285
E0;30.09.2000;;West Ham;Bradford;1674.21;1601.23;4;6;1;2;1;1;D;1;0;H;14;9;6;6;14;10;7;2;3;2;0;0;1.5;3.55;6.1;;;;;;;;;;;0.5598;0.0174;0.01;0.0983;0.0344;0.2802
E1;30.09.2000;;Barnsley;Grimsby;1538.56;1401.22;4;4;1;4;2;0;H;1;0;H;20;13;7;7;6;7;8;7;1;0;0;0;1.48;3.4;6.3;;;;;;;;;;;0.029;0.0886;0.314;0.014;0.5444;0.01
E1;30.09.2000;;Bolton;Fulham;1606.87;1551.44;7;13;9;15;0;2;A;0;1;A;19;17;9;9;11;11;3;6;3;4;0;0;2.7;3.3;2.2;;;;;;;;;;;0.0147;0.0173;0.0341;0.0152;0.9074;0.0113
E1;30.09.2000;;Burnley;Portsmouth;1435.77;1441.81;4;8;3;3;1;1;D;0;0;D;6;12;2;4;9;9;3;4;2;2;0;0;1.75;3.3;3.8;;;;;;;;;;;0.4976;0.1766;0.0199;0.2113;0.0643;0.0303
E1;30.09.2000;;Gillingham;Sheffield Weds;1413.36;1561.59;4;7;0;1;2;0;H;1;0;H;17;8;7;5;5;12;6;6;0;1;0;0;2.05;3;3.25;;;;;;;;;;;0.0551;0.4074;0.0148;0.2873;0.2154;0.02
E1;30.09.2000;;Norwich;Huddersfield;1468.08;1475.19;4;5;0;1;1;1;D;0;0;D;13;9;6;5;11;16;6;3;0;2;0;0;1.9;3.35;3.4;;;;;;;;;;;0.1007;0.6486;0.0296;0.0259;0.0903;0.1049
E1;30.09.2000;;Nottm Forest;Wolves;1524.26;1529.11;6;9;5;5;0;0;D;0;0;D;10;10;3;1;7;7;8;5;2;2;0;0;1.85;3.2;3.65;;;;;;;;;;;0.7229;0.0774;0.0563;0.0506;0.079;0.0138
E1;30.09.2000;;Preston;Crystal Palace;1445.46;1452.42;4;8;4;4;2;0;H;1;0;H;18;4;9;2;20;10;5;4;0;0;0;0;1.7;3.4;4;;;;;;;;;;;0.1492;0.3585;0.0911;0.0171;0.1053;0.279
E1;30.09.2000;;Sheffield United;QPR;1464.73;1501.96;7;7;4;5;1;1;D;1;0;H;14;10;7;6;9;13;7;4;1;1;0;0;1.75;3.4;3.8;;;;;;;;;;;0.1075;0.5085;0.0327;0.0674;0.2444;0.0395
E1;30.09.2000;;Tranmere;Crewe;1465.36;1418.36;3;9;1;5;1;3;A;0;2;A;22;17;6;8;13;6;8;5;0;0;0;0;1.6;3.4;4.8;;;;;;;;;;;0.0107;0.0334;0.058;0.0173;0.8706;0.01
E1;30.09.2000;;West Brom;Blackburn;1451.35;1545.2;7;11;1;5;1;0;H;0;0;D;10;8;7;4;13;12;4;2;1;1;0;0;2.3;3.15;2.65;;;;;;;;;;;0.7662;0.0682;0.0102;0.0648;0.0304;0.0602
E1;30.09.2000;;Wimbledon;Stockport;1581.65;1424.88;4;8;1;2;2;0;H;1;0;H;17;10;9;5;2;10;4;4;0;0;0;0;1.55;3.5;5.3;;;;;;;;;;;0.0874;0.0665;0.6261;0.01;0.2001;0.01
E0;01.10.2000;;Arsenal;Man United;1874.68;1911.11;5;9;7;11;1;0;H;1;0;H;7;13;5;4;18;17;3;11;2;3;0;0;2.55;3.2;2.45;;;;;;;;;;;0.8454;0.0228;0.0138;0.0152;0.03;0.0727
E0;01.10.2000;;Chelsea;Liverpool;1750.99;1766.23;2;4;5;9;3;0;H;2;0;H;11;10;5;2;14;14;3;1;1;1;0;0;2;3.3;3.15;;;;;;;;;;;0.7909;0.0727;0.0528;0.0179;0.0426;0.023
E0;01.10.2000;;Sunderland;Leicester;1697.5;1696.18;4;5;7;11;0;0;D;0;0;D;11;8;5;2;12;8;6;2;3;1;0;0;2.05;3.2;3.15;;;;;;;;;;;0.2446;0.0382;0.4105;0.0099;0.0808;0.2158
E1;01.10.2000;;Watford;Birmingham;1559.33;1571.79;9;15;7;13;2;0;H;0;0;D;19;16;7;6;15;17;5;7;0;1;0;0;1.7;3.4;4.2;;;;;;;;;;;0.0237;0.0235;0.0188;0.0335;0.7965;0.1041
