Division;MatchDate;MatchTime;HomeTeam;AwayTeam;HomeElo;AwayElo;Form3Home;Form5Home;Form3Away;Form5Away;FTHome;FTAway;FTResult;HTHome;HTAway;HTResult;HomeShots;AwayShots;HomeTarget;AwayTarget;HomeFouls;AwayFouls;HomeCorners;AwayCorners;HomeYellow;AwayYellow;HomeRed;AwayRed;OddHome;OddDraw;OddAway;MaxHome;MaxDraw;MaxAway;Over25;Under25;MaxOver25;MaxUnder25;HandiSize;HandiHome;HandiAway;C_LTH;C_LTA;C_VHD;C_VAD;C_HTB;C_PHB
P1;17.09.2000;;Maritimo;Aves;1483.03;1304.6;4;7;1;2;2;1;H;2;1;H;;;;;;;;;;;;;1.43;3.55;6;;;;;;;;;;;;;;;;
P1;17.09.2000;;Pacos Ferreira;Beira Mar;1325.47;1348.32;3;5;1;2;3;2;H;1;1;D;;;;;;;;;;;;;1.9;3.15;3.35;;;;;;;;;;;;;;;;
P1;17.09.2000;;Farense;Salgueiros;1398.6;1407.39;4;7;9;15;2;1;H;1;0;H;;;;;;;;;;;;;2.05;3.3;3;;;;;;;;;;;;;;;;
T1;17.09.2000;;Antalyaspor;Rizespor;1411.29;1355.95;4;9;4;6;2;1;H;2;1;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;17.09.2000;;Genclerbirligi;Gaziantepspor;1516.78;1525.73;9;13;7;10;2;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;17.09.2000;;Istanbulspor;Trabzonspor;1374.33;1515.93;1;1;7;13;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;17.09.2000;;Siirt Jet-PA;Ankaragucu;1317.72;;1;1;6;8;1;1;D;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1;17.09.2000;;Yozgatspor;Adanaspor;1342.66;1425.87;5;6;2;6;4;1;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP1;17.09.2000;;Alaves;Villarreal;1787.98;1637.89;9;15;0;0;0;1;A;0;0;D;;;;;;;;;;;;;1.47;3.6;5.7;;;;;;;;;;;;;;;;
SP1;17.09.2000;;Celta;Sociedad;1820.23;1777.02;9;15;3;5;4;1;H;3;0;H;;;;;;;;;;;;;1.6;3.3;4.9;;;;;;;;;;;;;;;;
SP1;17.09.2000;;Espanol;Osasuna;1800.21;1611.14;9;15;0;0;1;2;A;0;0;D;;;;;;;;;;;;;1.51;3.5;5.5;;;;;;;;;;;;;;;;
SP1;17.09.2000;;Oviedo;Las Palmas;1719.15;1643.26;0;0;0;0;2;2;D;0;1;A;;;;;;;;;;;;;1.7;3.4;3.95;;;;;;;;;;;;;;;;
SP1;17.09.2000;;Vallecano;Zaragoza;1734.34;1838.6;9;15;0;0;0;0;D;0;0;D;;;;;;;;;;;;;2.2;3.15;2.85;;;;;;;;;;;;;;;;
SP2;17.09.2000;;Betis;Ferrol;1698.6;1457.55;2;3;0;0;2;1;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;17.09.2000;;Compostela;Badajoz;1592.7;1547.32;6;10;2;3;0;1;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;17.09.2000;;Getafe;Tenerife;1513.62;1594.8;6;10;5;8;0;5;A;0;2;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;17.09.2000;;Jaen;Ath Madrid;1491.69;1684.75;9;15;0;0;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;17.09.2000;;Leganes;Murcia;1584.3;1472.12;6;10;2;3;3;2;H;2;1;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;17.09.2000;;Levante;U.Las Palmas;1570.89;1469.11;6;10;2;3;2;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;17.09.2000;;Lleida;Salamanca;1604.53;1592.08;3;5;0;0;0;3;A;0;3;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;17.09.2000;;Recreativo;Cordoba;1538.38;1542.36;6;10;3;5;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;17.09.2000;;Sp Gijon;Extremadura;1581.68;1605.18;2;3;3;5;2;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1;17.09.2000;;Nantes;Lyon;1664.5;1708.56;2;8;7;8;0;1;A;0;1;A;;;;;;;;;;;;;2.05;3.2;3.1;;;;;;;;;;;;;;;;
F1;17.09.2000;;St Etienne;Lille;1625.89;1639.2;1;5;3;6;1;1;D;1;1;D;;;;;;;;;;;;;1.7;3.4;4;;;;;;;;;;;;;;;;
F2;17.09.2000;;Gueugnon;Chateauroux;1499.9;1509.36;1;3;5;11;0;1;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E2;17.09.2000;;Port Vale;Stoke;1378.04;;1;7;7;10;1;1;D;1;1;D;11;18;6;8;12;17;4;6;2;3;0;0;2.8;3.15;2.25;;;;;;;;;;;0.2331;0.391;0.3017;0.01;0.0372;0.027
E0;17.09.2000;;Chelsea;Leicester;1795.23;1710.04;3;6;7;11;0;2;A;0;1;A;16;7;10;5;16;17;15;3;3;1;0;0;1.45;3.65;6.2;;;;;;;;;;;0.0967;0.756;0.0187;0.0326;0.024;0.072
E0;17.09.2000;;Man City;Middlesbrough;1591.82;1678.09;3;6;1;5;1;1;D;0;0;D;11;4;4;2;15;11;9;3;2;5;0;0;2.1;3.3;2.9;;;;;;;;;;;0.1819;0.4566;0.0673;0.0797;0.1769;0.0375
E0;17.09.2000;;West Ham;Liverpool;1674.21;1780.15;2;2;7;10;1;1;D;0;1;A;15;7;4;2;5;13;9;0;0;2;0;0;3;3.3;2;;;;;;;;;;;0.0291;0.7419;0.0127;0.0163;0.0289;0.171
E1;17.09.2000;;West Brom;Birmingham;1451.35;1578.41;7;10;9;12;1;1;D;1;0;H;4;7;5;5;13;17;6;4;0;2;0;0;2.8;3.25;2.15;;;;;;;;;;;0.7894;0.0236;0.01;0.0664;0.012;0.0986
B1;17.09.2000;;Germinal;Club Brugge;;1627.61;6;6;9;15;2;3;A;0;1;A;;;;;;;;;;;;;3.6;3.5;1.8;;;;;;;;;;;;;;;;
B1;17.09.2000;;Genk;Charleroi;1471.13;1382.52;1;5;6;12;2;1;H;0;1;A;;;;;;;;;;;;;2;3.35;3.1;;;;;;;;;;;;;;;;
N1;17.09.2000;;AZ Alkmaar;Ajax;1491.43;1613.77;3;4;4;9;3;2;H;2;1;H;;;;;;;;;;;;;3.2;3.3;1.95;;;;;;;;;;;;;;;;
N1;17.09.2000;;Nijmegen;For Sittard;1425.17;1467.62;5;9;0;0;1;1;D;1;0;H;;;;;;;;;;;;;1.66;3.4;4;;;;;;;;;;;;;;;;
N1;17.09.2000;;Roosendaal;Groningen;1376.96;1377.73;3;3;3;5;0;2;A;0;1;A;;;;;;;;;;;;;2.2;3.15;2.8;;;;;;;;;;;;;;;;
N1;17.09.2000;;Utrecht;Twente;1476.45;1572.91;4;7;2;3;1;2;A;0;1;A;;;;;;;;;;;;;2.15;3.3;2.7;;;;;;;;;;;;;;;;
N1;17.09.2000;;Vitesse;Waalwijk;1618.62;1433.08;4;9;6;9;1;0;H;1;0;H;;;;;;;;;;;;;1.47;3.65;5.2;;;;;;;;;;;;;;;;
I2;17.09.2000;;Cagliari;Pescara;1620.11;1540.61;9;15;0;0;2;1;H;0;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I2;17.09.2000;;Cittadella;Ternana;1461.85;1539;2;3;5;8;3;1;H;1;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I2;17.09.2000;;Cosenza;Crotone;1515.91;1467.58;5;8;5;8;3;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I2;17.09.2000;;Empoli;Genoa;1558.08;1581.85;5;8;2;3;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I2;17.09.2000;;Siena;Ancona;1481.97;1492.9;6;10;9;15;4;1;H;2;1;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D1;17.09.2000;;Hertha;Stuttgart;1671.79;1657.54;6;8;6;8;2;0;H;0;0;D;10;6;5;3;16;15;10;8;0;0;0;0;1.85;3.2;3.8;;;;;;;;;;;0.0171;0.0539;0.0099;0.0099;0.0102;0.8989
D1;17.09.2000;;Schalke 04;Werder Bremen;1656.3;1661.47;7;13;0;4;1;1;D;0;0;D;12;7;5;4;23;26;5;3;2;3;0;0;1.75;3.15;3.9;;;;;;;;;;;0.0913;0.5099;0.0387;0.022;0.0851;0.253
D2;17.09.2000;;Chemnitz;Ulm;1408.84;1528.01;1;1;1;5;1;0;H;1;0;H;;;;;;;;;2;2;0;0;2.4;2.9;2.5;;;;;;;;;;;;;;;;
D2;17.09.2000;;Greuther Furth;Oberhausen;1517.1;1518.46;4;9;4;5;1;2;A;1;0;H;;;;;;;;;1;4;0;0;1.75;3.15;3.85;;;;;;;;;;;;;;;;
D2;17.09.2000;;Saarbrucken;Osnabruck;1459.65;1404.34;9;13;1;1;2;1;H;1;1;D;;;;;;;;;2;2;0;0;1.6;3.3;5;;;;;;;;;;;;;;;;
D2;17.09.2000;;Stuttgarter K;Nurnberg;;1595.01;1;5;9;13;0;2;A;0;0;D;;;;;;;;;2;1;0;0;2.85;3.1;2.1;;;;;;;;;;;;;;;;
D2;18.09.2000;;Bielefeld;Aachen;1625.05;1474.66;9;15;9;11;1;1;D;1;1;D;;;;;;;;;4;3;1;0;1.5;3.35;5.2;;;;;;;;;;;;;;;;
P1;18.09.2000;;Boavista;Sp Braga;1573.23;1484.23;7;12;9;15;1;2;A;1;1;D;;;;;;;;;;;;;1.66;3.35;4.5;;;;;;;;;;;;;;;;
P1;18.09.2000;;Campomaiorense;Porto;1374.08;1679.54;2;3;6;10;0;5;A;0;2;A;;;;;;;;;;;;;4.1;3.3;1.75;;;;;;;;;;;;;;;;
P1;18.09.2000;;Benfica;Est Amadora;1604.36;1447.85;4;7;1;2;2;1;H;0;0;D;;;;;;;;;;;;;1.25;4.05;9;;;;;;;;;;;;;;;;
I2;20.09.2000;;Monza;Salernitana;1520.6;1564.31;0;0;2;3;1;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I2;20.09.2000;;Ravenna;Piacenza;1521.54;1612.9;2;3;9;15;0;2;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I2;20.09.2000;;Sampdoria;Pistoiese;1643.42;1541.27;9;15;6;10;2;2;D;1;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I2;20.09.2000;;Torino;Venezia;1620.66;1609.22;2;3;6;10;0;1;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P1;22.09.2000;;Salgueiros;Guimaraes;1407.39;1464.39;6;11;6;8;2;1;H;1;0;H;;;;;;;;;;;;;1.9;3.3;3.4;;;;;;;;;;;;;;;;
T1;22.09.2000;;Ankaragucu;Besiktas;;1668.49;4;7;7;13;1;5;A;0;2;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B1;22.09.2000;;Anderlecht;Lierse;1653.71;1475.13;9;15;6;9;5;2;H;2;1;H;;;;;;;;;;;;;1.35;4;6.5;;;;;;;;;;;;;;;;
N1;22.09.2000;;Ajax;Roosendaal;1613.77;1376.96;4;7;3;3;2;0;H;0;0;D;;;;;;;;;;;;;1.13;6.5;11;;;;;;;;;;;;;;;;
D1;22.09.2000;;Munich 1860;Freiburg;1675.44;1627.36;4;8;5;9;3;1;H;0;1;A;13;9;4;4;9;21;7;8;1;3;0;1;1.6;3.45;4.8;;;;;;;;;;;0.0177;0.0313;0.01;0.3578;0.5598;0.0234
D2;22.09.2000;;Nurnberg;Duisburg;1595.01;1522.58;9;13;4;4;3;1;H;1;1;D;;;;;;;;;2;3;0;0;1.55;3.35;4.9;;;;;;;;;;;;;;;;
D2;22.09.2000;;Ulm;Saarbrucken;1528.01;1459.65;1;4;9;13;3;1;H;1;0;H;;;;;;;;;3;2;0;0;2.05;3;3.2;;;;;;;;;;;;;;;;
D1;23.09.2000;;FC Koln;Bayern Munich;1592.57;1870.43;2;5;6;12;1;2;A;1;1;D;22;19;7;8;11;11;10;6;0;0;0;0;4.1;3.25;1.71;;;;;;;;;;;0.0338;0.0679;0.0099;0.5933;0.0309;0.2642
D1;23.09.2000;;Cottbus;Leverkusen;1533.03;1792.17;3;3;4;7;1;2;A;1;1;D;8;14;4;9;19;19;6;4;1;3;1;0;3.65;3.35;1.85;;;;;;;;;;;0.0495;0.7396;0.013;0.0168;0.0212;0.1599
D1;23.09.2000;;Dortmund;Schalke 04;1661.71;1656.3;6;12;5;11;0;4;A;0;2;A;10;8;3;4;17;14;7;4;2;2;0;0;1.85;3.1;3.9;;;;;;;;;;;0.0722;0.2775;0.3408;0.01;0.1227;0.1768
D1;23.09.2000;;Stuttgart;Bochum;1657.54;1567.45;3;6;3;6;1;1;D;0;1;A;16;8;5;3;14;16;11;2;4;2;0;0;1.4;3.8;6.9;;;;;;;;;;;0.0856;0.5456;0.0188;0.0177;0.0195;0.3128
D1;23.09.2000;;Werder Bremen;Ein Frankfurt;1661.47;1633.34;1;4;6;9;1;1;D;1;1;D;10;6;5;4;15;18;6;6;2;0;0;1;1.7;3.4;4.2;;;;;;;;;;;0.0138;0.227;0.01;0.0277;0.0317;0.6898
D1;23.09.2000;;Wolfsburg;Hamburg;1673.82;1717.8;3;6;6;7;4;4;D;2;1;H;15;7;7;7;20;29;4;5;1;2;0;0;2.15;3.25;2.9;;;;;;;;;;;0.0229;0.0151;0.0099;0.0099;0.0104;0.9317
D2;23.09.2000;;Mannheim;Reutlingen;1436.04;1430.09;3;6;6;9;1;1;D;0;1;A;;;;;;;;;5;2;0;0;1.85;3.2;3.4;;;;;;;;;;;;;;;;
D2;23.09.2000;;St Pauli;Bielefeld;1514.04;1625.05;3;9;7;13;2;0;H;0;0;D;;;;;;;;;1;2;0;0;2.4;3.3;2.4;;;;;;;;;;;;;;;;
B1;23.09.2000;;Beveren;Mouscron;1354.98;1558.6;3;6;6;9;0;0;D;0;0;D;;;;;;;;;;;;;2.75;3.4;2.15;;;;;;;;;;;;;;;;
B1;23.09.2000;;Charleroi;Gent;1382.52;1498.65;3;9;7;13;4;3;H;2;0;H;;;;;;;;;;;;;2.2;3.5;2.5;;;;;;;;;;;;;;;;
B1;23.09.2000;;Mechelen;Germinal;1325.7;;1;1;3;6;2;3;A;0;0;D;;;;;;;;;;;;;2.35;3.3;2.45;;;;;;;;;;;;;;;;
B1;23.09.2000;;St Truiden;Standard;1380.12;1480.3;0;1;6;9;1;1;D;0;1;A;;;;;;;;;;;;;3.2;3.45;1.9;;;;;;;;;;;;;;;;
B1;23.09.2000;;Westerlo;Lokeren;1476.53;1469.47;7;10;7;10;1;1;D;0;0;D;;;;;;;;;;;;;1.66;3.4;4;;;;;;;;;;;;;;;;
N1;23.09.2000;;For Sittard;Vitesse;1467.62;1618.62;1;1;7;10;1;4;A;0;4;A;;;;;;;;;;;;;3.25;3.55;1.9;;;;;;;;;;;;;;;;
E2;23.09.2000;;Bournemouth;Oldham;;;5;5;1;2;1;1;D;0;1;A;13;3;4;1;9;10;6;6;0;0;0;0;1.8;3.2;4;;;;;;;;;;;0.6243;0.1582;0.1423;0.0154;0.0381;0.0216
E2;23.09.2000;;Bristol City;Colchester;;;1;1;2;6;1;1;D;1;1;D;11;5;6;2;10;7;7;5;0;1;0;0;2;3.2;3;;;;;;;;;;;0.8054;0.0157;0.1036;0.01;0.0282;0.037
E2;23.09.2000;;Bury;Port Vale;;1378.04;4;8;2;5;2;0;H;1;0;H;11;9;6;1;17;8;10;6;0;1;0;0;1.8;3.25;3.7;;;;;;;;;;;0.2329;0.5879;0.033;0.0197;0.0222;0.1044
E2;23.09.2000;;Cambridge;Bristol Rvs;;;7;13;5;9;0;3;A;0;2;A;8;7;4;4;14;13;6;3;2;3;0;0;2.2;3.25;2.75;;;;;;;;;;;0.2003;0.0646;0.1149;0.0169;0.4091;0.1942
E2;23.09.2000;;Luton;Swindon;;1368.68;1;3;3;3;2;3;A;2;2;D;13;14;6;5;15;14;7;1;0;0;0;0;2.05;3.1;3;;;;;;;;;;;0.0164;0.0099;0.8855;0.0099;0.0647;0.0136
E2;23.09.2000;;Millwall;Oxford;;;4;7;3;4;5;0;H;3;0;H;24;7;14;3;18;9;8;4;3;2;0;0;1.45;3.7;6.5;;;;;;;;;;;0.0471;0.1518;0.0502;0.0126;0.0743;0.664
E2;23.09.2000;;Notts County;Brentford;;;1;4;2;5;2;2;D;1;0;H;13;11;6;7;15;22;3;6;2;3;0;0;1.7;3.4;4;;;;;;;;;;;0.0272;0.0538;0.2964;0.01;0.6025;0.0101
E2;23.09.2000;;Reading;Swansea;;;6;10;6;9;5;1;H;1;0;H;21;12;10;7;10;7;6;8;4;3;0;0;1.66;3.35;4.3;;;;;;;;;;;0.2372;0.037;0.6479;0.0099;0.0259;0.0421
E2;23.09.2000;;Stoke;Rotherham;;;7;8;6;10;1;1;D;0;1;A;13;6;6;1;12;14;7;1;2;4;0;0;1.55;3.4;5.3;;;;;;;;;;;0.7284;0.0441;0.1209;0.01;0.0431;0.0536
E2;23.09.2000;;Wigan;Northampton;;;7;10;9;12;2;1;H;2;1;H;10;10;6;4;11;14;3;4;0;2;0;0;1.61;3.7;4.1;;;;;;;;;;;0.4496;0.1655;0.01;0.2659;0.0257;0.0833
E2;23.09.2000;;Wrexham;Walsall;;1408.81;4;7;2;8;0;1;A;0;1;A;7;7;3;3;8;17;1;9;1;1;0;0;3;3.3;2.1;;;;;;;;;;;0.6511;0.1376;0.1368;0.0115;0.0355;0.0275
E2;23.09.2000;;Wycombe;Peterboro;;;3;5;3;4;2;0;H;1;0;H;11;6;5;2;10;10;5;5;1;0;0;0;1.9;3.3;3.45;;;;;;;;;;;;;;;;
E0;23.09.2000;;Bradford;Southampton;1601.23;1627.15;1;5;4;5;0;1;A;0;1;A;14;6;6;4;14;18;7;5;3;1;0;0;2.05;3.2;3.1;;;;;;;;;;;0.0178;0.7785;0.01;0.1114;0.0518;0.0305
E0;23.09.2000;;Coventry;West Ham;1637.76;1674.21;1;7;2;3;0;3;A;0;2;A;9;12;2;10;12;11;5;6;0;1;0;0;2.2;3.15;2.85;;;;;;;;;;;0.1238;0.0322;0.01;0.3207;0.2682;0.2451
E0;23.09.2000;;Derby;Leeds;1634.43;1785.82;2;3;1;7;1;1;D;0;1;A;13;16;7;6;17;15;7;4;2;2;1;0;2.75;3.05;2.25;;;;;;;;;;;0.0361;0.0528;0.0099;0.7716;0.1127;0.0169
E0;23.09.2000;;Ipswich;Arsenal;1636.43;1878.72;3;7;5;11;1;1;D;0;0;D;17;10;6;4;8;13;4;7;1;2;0;0;4.2;3.25;1.75;;;;;;;;;;;0.3799;0.0998;0.144;0.01;0.0394;0.3269
E0;23.09.2000;;Liverpool;Sunderland;1780.15;1699.63;7;8;4;4;1;1;D;1;1;D;11;8;6;3;14;18;12;3;2;2;0;0;1.33;4.1;7.5;;;;;;;;;;;0.1584;0.07;0.1547;0.01;0.0946;0.5124
E0;23.09.2000;;Man United;Chelsea;1937.58;1795.23;9;11;2;3;3;3;D;3;2;H;11;13;5;5;15;19;8;4;3;2;0;0;1.55;3.5;5.1;;;;;;;;;;;0.1034;0.1071;0.0142;0.268;0.4789;0.0285
E0;23.09.2000;;Middlesbrough;Aston Villa;1678.09;1734.83;2;3;6;8;1;1;D;0;0;D;12;15;5;7;7;14;5;5;3;0;0;0;2.3;3.35;2.6;;;;;;;;;;;0.2146;0.5308;0.1537;0.01;0.032;0.0588
E0;23.09.2000;;Newcastle;Charlton;1736.89;1615.6;4;10;5;5;0;1;A;0;1;A;12;4;5;2;14;10;4;7;1;2;0;0;1.45;3.7;6.3;;;;;;;;;;;0.0823;0.1388;0.5715;0.01;0.1606;0.0369
E0;23.09.2000;;Tottenham;Man City;1695.88;1591.82;6;7;4;7;0;0;D;0;0;D;18;7;5;2;10;14;5;4;0;2;0;0;1.55;3.5;5.2;;;;;;;;;;;0.5286;0.226;0.0491;0.0189;0.0479;0.1296
E1;23.09.2000;;Birmingham;Tranmere;1578.41;1465.36;7;13;6;9;2;0;H;0;0;D;23;7;17;3;15;9;8;8;2;2;0;0;1.6;3.5;4.4;;;;;;;;;;;0.138;0.0185;0.5346;0.01;0.2662;0.0327
E1;23.09.2000;;Blackburn;Bolton;1545.2;1606.87;3;7;9;15;1;1;D;1;0;H;9;9;3;3;20;16;3;5;3;3;0;0;1.95;3.3;3.1;;;;;;;;;;;0.1241;0.0861;0.0099;0.063;0.0192;0.6978
E1;23.09.2000;;Crewe;Barnsley;1418.36;1538.56;1;4;3;6;2;2;D;1;0;H;13;17;6;8;5;8;6;2;1;0;0;0;2.6;3.2;2.3;;;;;;;;;;;0.0771;0.0658;0.017;0.3332;0.4964;0.0105
E1;23.09.2000;;Crystal Palace;Sheffield United;1452.42;1464.73;4;4;4;7;0;1;A;0;1;A;13;5;4;1;19;14;8;5;2;0;1;0;2.2;3.2;2.7;;;;;;;;;;;0.2859;0.1499;0.034;0.016;0.0319;0.4824
E1;23.09.2000;;Fulham;Gillingham;1551.44;1413.36;9;15;4;8;3;0;H;1;0;H;18;5;8;5;10;5;3;3;1;2;0;0;1.3;3.8;7.8;;;;;;;;;;;0.0183;0.6931;0.1862;0.01;0.0798;0.0125
E1;23.09.2000;;Grimsby;Nottm Forest;1401.22;1524.26;4;4;3;6;0;2;A;0;2;A;14;9;7;4;8;16;7;5;1;2;0;0;2.65;3.15;2.3;;;;;;;;;;;0.2961;0.1865;0.0151;0.2464;0.1755;0.0804
E1;23.09.2000;;Huddersfield;Burnley;1475.19;1435.77;0;1;4;5;0;1;A;0;1;A;13;8;5;3;12;21;8;4;2;3;0;0;2.15;3.25;2.75;;;;;;;;;;;0.135;0.1755;0.0489;0.0101;0.0488;0.5816
E1;23.09.2000;;Portsmouth;West Brom;1441.81;1451.35;3;6;5;11;0;1;A;0;0;D;14;5;5;3;13;11;4;5;0;0;0;0;2.05;3.15;3.1;;;;;;;;;;;0.0167;0.9371;0.01;0.01;0.0132;0.0131
E1;23.09.2000;;QPR;Wimbledon;1501.96;1581.65;2;5;7;9;2;1;H;0;0;D;9;14;8;6;8;14;6;13;1;2;0;0;2.4;3.25;2.5;;;;;;;;;;;0.7407;0.0125;0.01;0.1446;0.0606;0.0316
E1;23.09.2000;;Sheffield Weds;Preston;1561.59;1445.46;0;4;2;6;1;3;A;1;0;H;12;12;4;7;12;10;6;7;1;1;0;0;2.05;3.3;3.1;;;;;;;;;;;0.0695;0.5421;0.1294;0.0262;0.1911;0.0417
E1;23.09.2000;;Stockport;Watford;1424.88;1558.18;2;3;9;13;2;3;A;0;1;A;11;13;7;8;10;10;6;5;0;0;0;1;3.15;3.1;2.05;;;;;;;;;;;0.143;0.0803;0.01;0.6161;0.1294;0.0212
SP1;23.09.2000;;Barcelona;Santander;1898.94;1760.33;5;8;2;3;3;1;H;1;0;H;;;;;;;;;;;;;1.25;4.55;8;;;;;;;;;;;;;;;;
SP1;23.09.2000;;Las Palmas;Valladolid;1643.26;1771.41;2;3;6;10;1;1;D;0;1;A;;;;;;;;;;;;;2.3;3.15;2.65;;;;;;;;;;;;;;;;
SP1;23.09.2000;;Real Madrid;Ath Bilbao;1889.85;1774.92;6;10;5;8;4;1;H;2;0;H;;;;;;;;;;;;;1.4;3.7;6.3;;;;;;;;;;;;;;;;
SP1;23.09.2000;;Sociedad;La Coruna;1777.02;1853.45;2;3;9;15;1;1;D;1;0;H;;;;;;;;;;;;;2.3;3.15;2.6;;;;;;;;;;;;;;;;
SP1;23.09.2000;;Zaragoza;Alaves;1838.6;1787.98;2;3;5;8;2;2;D;1;2;A;;;;;;;;;;;;;1.7;3.4;3.9;;;;;;;;;;;;;;;;
SP2;23.09.2000;;Ath Madrid;Compostela;1684.75;1592.7;0;0;4;7;2;0;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;23.09.2000;;Cordoba;Jaen;1542.36;1491.69;2;3;9;15;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;23.09.2000;;Ferrol;Elche;1457.55;1559.18;0;0;6;10;2;1;H;1;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;23.09.2000;;Tenerife;Levante;1594.8;1570.89;6;10;7;12;1;1;D;0;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP2;23.09.2000;;U.Las Palmas;Recreativo;1469.11;1538.38;1;2;7;12;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1;23.09.2000;;Auxerre;Marseille;1634.32;1679.81;1;4;3;6;0;1;A;0;0;D;;;;;;;;;;;;;2.05;3.35;3;;;;;;;;;;;;;;;;
F1;23.09.2000;;Bordeaux;Toulouse;1704.86;1552.05;6;7;3;4;2;1;H;1;0;H;;;;;;;;;;;;;1.5;3.5;6;;;;;;;;;;;;;;;;
F1;23.09.2000;;Lyon;Guingamp;1708.56;1582.96;7;10;9;9;0;1;A;0;0;D;;;;;;;;;;;;;1.5;3.6;5.5;;;;;;;;;;;;;;;;
F1;23.09.2000;;Metz;Monaco;1682.01;1732.67;9;12;3;7;1;3;A;1;1;D;;;;;;;;;;;;;2.1;3.3;2.95;;;;;;;;;;;;;;;;
F1;23.09.2000;;Paris SG;Nantes;1709.01;1664.5;4;7;1;5;2;1;H;1;0;H;;;;;;;;;;;;;1.5;3.65;5.2;;;;;;;;;;;;;;;;
F1;23.09.2000;;Rennes;Troyes;1639.32;1609.8;4;7;6;9;0;2;A;0;0;D;;;;;;;;;;;;;1.85;3.5;3.4;;;;;;;;;;;;;;;;
F1;23.09.2000;;Sedan;Bastia;1636.24;1688.7;3;6;6;9;3;3;D;0;1;A;;;;;;;;;;;;;2;3.3;3.2;;;;;;;;;;;;;;;;
F1;23.09.2000;;Strasbourg;St Etienne;1583.12;1625.89;3;6;2;5;3;2;H;2;0;H;;;;;;;;;;;;;2.1;3.3;2.95;;;;;;;;;;;;;;;;
F2;23.09.2000;;Ajaccio;Laval;1457.31;1512.06;3;4;4;8;1;2;A;0;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;23.09.2000;;Angers;Wasquehal;1417.96;1441.54;4;5;4;5;2;0;H;2;0;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;23.09.2000;;Caen;Nice;1484.08;1512.24;7;8;3;6;1;0;H;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;23.09.2000;;Cannes;Montpellier;1451.49;1630.55;1;4;2;6;1;2;A;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;23.09.2000;;Chateauroux;Nancy;1509.36;1642.19;5;11;5;11;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;23.09.2000;;Le Mans;Lorient;1487.7;1502.33;3;4;6;10;1;1;D;0;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;23.09.2000;;Martigues;Gueugnon;1452.03;1499.9;7;10;1;2;0;0;D;0;0;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F2;23.09.2000;;Nimes;Beauvais;1441.28;1418.15;6;9;5;6;2;1;H;1;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
